id,customer_id,product_id,status,quantity
txn_lktmlxearbtwhtekmnpitr,cus_pbbjqlnohmahbwojnnwsuv,cus_zgxolrchcavkdgyrhlddsp,paid,7
txn_htjtbmgwpripzbsvkrvaqt,cus_vxjrrgqrsiqvoxudbwwetl,cus_sfiwnvowtpajaldwsmgwjx,pending,7
txn_wqzczvelyxpjaktlpxnyzk,cus_rzyfcyjqfqibewzjeijoxf,cus_dpucevhzmsvjgsbavldges,paid,6
txn_awjipmexgjyskpdjdmjqly,cus_nymibowtctruubyayxkjoe,cus_vzxjupqfqfawcaugpgdkzb,paid,1
txn_tmbonnpeibxjzcxkfeljhf,cus_tludbtxjorljimrblkhptp,cus_tfckyuszjimvhxzatqqndz,failed,7
txn_bdeakfxrclrgtnqgvqveat,cus_lbryuriiuvhyowgeclnebn,cus_yriyysbadtekofxicqgpiu,pending,1
txn_ayrnmfbgnpknclrhstpqwj,cus_uykhantlismnyuixhfgtnb,cus_rxievyzxkhdntrazixiekj,paid,8
txn_zhhcxoamtpqgcamwaexlsc,cus_enlrmwvsgnmrgcrjewttnw,cus_buburffzwmvfghgjtwztru,pending,9
txn_pxmidyxmfmzdktolvmdnuw,cus_fionoumhsabbjefxvxcdov,cus_czmzvikravngxsownkxlol,pending,1
txn_ohnqbokqrsiygdwfbtgbbl,cus_tfhcrwgfstwwzdewjzdzdi,cus_iukduyhwlmdrwscvkbqaxn,paid,7
txn_douerpulgdtjqpdcbsxgad,cus_bddmegzfkksqjrevminthy,cus_tfwzivdqqruyzhaaylpson,paid,8
txn_krtzlxuqdroslpofkpafku,cus_worumhuiimvqqupfqfhglz,cus_fetcefykhsicxbbgxxesch,failed,9
txn_rydbdnwxzbztnjpqhrtiko,cus_inkwqkzmhaitelharhvrvw,cus_ktilvsxmeebhdsddjrgiar,pending,8
txn_eytkyjkklodnvefgsxyydt,cus_nnbnjrlfgqgbzfwplpocwt,cus_ebqcelapdszgoqusxbtieh,pending,2
txn_lifbxjkyswtxualeorkuvx,cus_uwmvqqdbzczjpdsaxhucnx,cus_ibikrzklobsanntkaintto,paid,2
txn_bbkijxpghhsjjkqfuamtyc,cus_qtrkruscyheblnpdplktno,cus_tfwzivdqqruyzhaaylpson,failed,1
txn_ujyxggicfjkympslwuugbb,cus_flcqslxowvojrhvzwfmnoh,cus_bwpxisgeinfgtmlbawvtco,failed,2
txn_oithxldfclvfhxsvlglpjr,cus_yardsrlhkdolqfenevsbda,cus_ochlopjlrpmeslwarzzatg,paid,8
txn_wsqjkrawidzzdzxymyjcrb,cus_rucnrqhivwlnrakcvzgwkt,cus_bcjrzihbxjvofwlccilkiu,paid,7
txn_ytbhkolwdctobroscwuwhr,cus_sxbnqcljmtqgdkambscskd,cus_xfowimkwhdwyjdkqfgepgb,paid,4
txn_whnyqjueowpcokhihrmoez,cus_kyoonvjblhfajoczzoxbia,cus_lwoftotmhhwcnriyartnqn,paid,3
txn_xrkerohayfujwexxwlxnmk,cus_zkgmxmfslfmdskxfmuajdv,cus_ppabftlklzqinuvhpgqnpa,paid,6
txn_wvwkpxacsqrcbykyoykjms,cus_pgfzgqfveeukwhqjtwpcea,cus_loisyjuqyyjxmxmccjosrj,paid,5
txn_avmfwxulskavvlyxrrdwib,cus_tngjajfvoxzsqgcyxaruqf,cus_qzjdebbbnwjabkggdazuyz,pending,9
txn_nfcfqmmeakcgxuyahvcbic,cus_kwtcklfbzkvesnejihfccr,cus_fihaweoqjopuhvylkskpwd,failed,3
txn_kghylminlijmjjnfdegbrd,cus_eymiecoqceoligsmgigjzw,cus_glbqtqwcxujpgepjowmcto,paid,3
txn_oktgifodosomtstrpfgpfr,cus_eivmeexbcvfzymcdqlwxai,cus_vbqvwucihjtywnsytymxcm,paid,9
txn_cgtryyviaqxhqrumivbbla,cus_muiafrfxicsvtkkhsddefg,cus_sjmkjuzfnnkbkucmpsspyb,paid,8
txn_vtzhxkcaqqexqtvketxvaw,cus_ycyczzxzimhsxiomlihnxk,cus_jtvycskpftigvezopswvzn,pending,6
txn_ljfuvxzeolrrgklgtkwoud,cus_igofjzoelccewdhajlrhqj,cus_sfiwnvowtpajaldwsmgwjx,pending,8
txn_ybyerdrzfpteumdnppkqav,cus_tfckyuszjimvhxzatqqndz,cus_ozysmwvuqfleadqdoebflb,paid,3
txn_lweplivvvkncoserahecxy,cus_rukfvjkloxeugfehbbrgkr,cus_ireelumfltltibepmlqpuw,paid,7
txn_xwcuqnlrcejrxyiwtmcuua,cus_amyvyhmgiytoyzykvkokxq,cus_lozfkwlvklcgovvygvaaql,pending,9
txn_chtbufcelbniskimmtnysw,cus_vwojlemhsmzbvigoognbzr,cus_tfwzivdqqruyzhaaylpson,failed,8
txn_iptvwjsqlbcodvkqyeoqrx,cus_ixtencafbitexjkydcxiup,cus_tiikcoluwackdmrrwmzhua,paid,4
txn_shjfmuzvlmkhdjzxsomzpd,cus_oqtzdmfdxmeddvkrrdhnas,cus_vgrgkcmevozyjekjwdvrjq,paid,6
txn_svouarszhdpwzybgyjeoum,cus_vuoiqmnogfjjqhkgzqhrzr,cus_urskeoeycfyovqjckrijun,failed,1
txn_redqyvplkvzumkboymrvsq,cus_uovmnnajcfqyoeqklztybv,cus_urskeoeycfyovqjckrijun,pending,6
txn_mixkgnvoqzsskiueidppcp,cus_qeowdmhopigcahehanijru,cus_kxlorxxptsrrjogpdjocta,pending,3
txn_kzlpobiwiklngfnrksvzvz,cus_mbunpgbqdcldbxvujbhawe,cus_tousvwpbdmlrmjowetsbaf,paid,2
txn_ifiycbilrvfygpowjnfekj,cus_kkvhofgetlxldpxlfgkibq,cus_javeishpvwsllewknrviwu,failed,5
txn_srewknmydshbutfxqgztai,cus_rxievyzxkhdntrazixiekj,cus_cyhktwrwyhwnyitvzyuvgh,pending,1
txn_dxsylykqehgtpaxvprvjqw,cus_fetcefykhsicxbbgxxesch,cus_qhsdugnuocarceqqgxiazh,paid,8
txn_asppyirrohdiuowyivojdl,cus_gfcfimnepmqbkzathrqlrc,cus_ffbteupepqmolsfmysqsis,paid,8
txn_jypuxvxembubvfpxdpeyxu,cus_cmhhvmoaflazqxrrbqkuke,cus_tjqyfbytpxwdswzooonnku,paid,7
txn_doflgxiasbbzralwwwjrnf,cus_fwnykocxbljvdmbtiphwjs,cus_tywiqgbpciwtewmoworrtz,failed,6
txn_vlkuzrrwhbysoiyztywqdd,cus_rybxkpzoezwzcinaqjupkz,cus_hdirqdpqtuoicbzhanyuij,paid,4
txn_fptqoujimdsxvskmmawxfw,cus_yriyysbadtekofxicqgpiu,cus_vkfqrxjduydvgqhfzzewxb,pending,9
txn_fpypnxmmsfvkpdpbeemwhy,cus_jarqqilrkfbzswemumevck,cus_dlzyatjbtbhpfygwidvklq,pending,7
txn_nwboypaushnfjvnpyenjfp,cus_ebyiyldyulnctcnxwqcubd,cus_fgvkevxhtzfdoghhltnyue,failed,1
txn_iadqnouqjpcimnpvkrbjfp,cus_fdgoizeupenaogvsteazwg,cus_cqygbwyqomujjopdkrplhe,pending,9
txn_egjytmadjbfqwiezvtyfgd,cus_hrdwnidnwylcveoiwhxffi,cus_vqkntqpyvbfqwpjllvypnj,paid,7
txn_fzfzwaqlzfuxaxgotzzfsy,cus_xpznplmmpmraeilwgetatc,cus_nxzdfgyegmubyqivcgxiox,paid,1
txn_vjkzjrxfcvvkyhxcgxrujj,cus_hdiscunzcqmvpoourmnqmv,cus_kjubhllhchcskjnkmwsorm,failed,9
txn_ivrcysgphymcocgirqhndb,cus_fionoumhsabbjefxvxcdov,cus_zhhcstdotdpprchpvbvrlr,paid,8
txn_qjarinroccpugluhajbawr,cus_uvnliwnqckwilselhliuhm,cus_qsuhhuedegsgtheeexwpup,failed,4
txn_pbbujbwpekvkdncfgxpzle,cus_slytcojzatjacogjanedeq,cus_buburffzwmvfghgjtwztru,paid,7
txn_lngdydbhttxeqbnpttdrao,cus_ghlrhdhxensjbtonerfmjj,cus_vwojlemhsmzbvigoognbzr,failed,8
txn_jprhposbcrkrzczhphtdpf,cus_hqvjmoezowtcrcmuwxwcun,cus_wedzweydvqrqpbewqpsmlk,pending,1
txn_dvjhmmgccxdfnxqllvhdmh,cus_cmhhvmoaflazqxrrbqkuke,cus_ukhztanznvqkmdyfkgqmpd,paid,6
txn_yzjfcxoyxjekmnibzwzyft,cus_nghuoulhuraavswubkwlym,cus_xggydrepygvaqowjayjlsl,paid,2
txn_cvzmnrywdlpddtknwqwxtx,cus_washazjkpcljxempxtkdef,cus_enkyqbwzxqvpoiizvtmrrm,paid,6
txn_whjasfvnblpqloncyrvkti,cus_ygolmwlrocflbtlhvmbndz,cus_tetdsjuwomujrtrdimafln,paid,8
txn_giickdvbmptsqdrmlwudwp,cus_quenihextzgvqcenayarcg,cus_cwszhpcmingypiudxbpoyj,pending,9
txn_drperztsjfwkraippmqayc,cus_amyvyhmgiytoyzykvkokxq,cus_bcjrzihbxjvofwlccilkiu,pending,2
txn_bozojzscmwekyabkmomzat,cus_kwlvwqblagzpaealcnnwto,cus_lntftlmcoasirclfrsovbp,paid,9
txn_glgjwnwcfhbyxhhfaetbxt,cus_ybsxamenjluriqbmsntett,cus_ackdfdtkbktaplmpvlpjft,paid,5
txn_grksypuuvfkupfmmgggzfm,cus_inuziliqwxrniajjphdgts,cus_javeishpvwsllewknrviwu,paid,6
txn_spxykzikkzwkoowbumwsuo,cus_pxurllrsvouxcoufdzqmmy,cus_tfwzivdqqruyzhaaylpson,failed,5
txn_bwhbsnobbtxixvrqqwadkx,cus_zegmohppsncilgayhwvlos,cus_onskyyiqvqvudsnpwsulyz,paid,7
txn_ntjiriynfpqfdrvuorddqw,cus_pnvffgkxfwgivvsqotfiyp,cus_yriyysbadtekofxicqgpiu,paid,3
txn_yujqnufnvnghzhkgpbdtgv,cus_gxpgytyvnynrzynvveihac,cus_vavzacjdjspgrrqsloxevr,failed,5
txn_xvklmzkxnuvyegrenpnxcg,cus_mkvfaybtfuoialnojjswgt,cus_rxhlblnenztaacxidhizyu,paid,7
txn_kcwarqogdnnruqvsudtevs,cus_qwlqmtqtprvboxmqcgipmj,cus_bcjrgsislqzuimvuksetbe,failed,2
txn_jtxxmhmfclxseuwsplbgij,cus_kevwwfckcqxfahwpruvbcu,cus_javeishpvwsllewknrviwu,pending,7
txn_witpqraqroykuivhmxtsyu,cus_tyjidoghodbkujxaeerlyv,cus_lrpxahkxgczpadniucsxpw,failed,5
txn_yseiaivlhxsuvibrcafnaw,cus_nsaqtkqjedecpabkjiosmq,cus_mskmrwuimuvguahhdsvjjd,paid,7
txn_tyxhckusghumbllnmnytqe,cus_cfhqzuagoreiepsziqzhea,cus_rxzreggntvhcjostoomkmx,pending,5
txn_bhlauwqbokandgftrerlzv,cus_mkbqqwkouehdsmulyeoksi,cus_cyhktwrwyhwnyitvzyuvgh,paid,4
txn_fdbrzuoanvbilbfvgpujvp,cus_xvnnxnmmneliyzkavibrsx,cus_ibikrzklobsanntkaintto,pending,1
txn_nwyuipybgvxtkgkxdzterw,cus_ffbteupepqmolsfmysqsis,cus_sfptmkhpgawstmruzdingy,paid,1
txn_jemduractsmscericyuuyn,cus_wkpagbyukawdbuaebxsczd,cus_eluvsrmjzddjslgurzreus,failed,9
txn_sgexazvrsycrmbstdpjune,cus_bwpxisgeinfgtmlbawvtco,cus_gdwpjyvbheagcxrllyfwlg,paid,1
txn_gwgtrkuarhbhwlzynffltu,cus_szvownoesrlirevfypxngj,cus_mskmrwuimuvguahhdsvjjd,failed,6
txn_orsdbbwqxyvbzrhgydiiri,cus_yipqhnmspnxgspxjmjxmky,cus_qopzxthvteyflvkcwpmqtm,paid,1
txn_ejezeezcwnthfffnhmxrzy,cus_ynnnpjquzqbkurpbqpcupw,cus_tfbyuvqtajslajymlkiakp,paid,7
txn_yktckjjaaifnkfghzvggom,cus_axrvuoybypizngvryfjnih,cus_vwojlemhsmzbvigoognbzr,pending,2
txn_grtqposmduldfqdwjldtdt,cus_stadlurlotneuoqwyfsfkx,cus_mczlfdfmexfxvbbcltibsv,paid,2
txn_fnvcnawumkbhnomoovmcpa,cus_rofrlowvtvoglbhrkcyoso,cus_ochsyrddohhnceyhywfvzt,pending,3
txn_rsjlspdjumwcjxpikgeuus,cus_lowdkplnepctowqqumsmxl,cus_vwojlemhsmzbvigoognbzr,pending,7
txn_pzclwrgmydsojdoxtaubsj,cus_nuksgotempdenlrkpqstfa,cus_bylowvsgzjbotwvvubiyqa,paid,7
txn_znvazyrgbzodqnjnvmolue,cus_npnsbpsmekrnznmppqezdw,cus_hcjgndkabjfqutbljwvcbn,paid,7
txn_hlppkkgtibpfornnprbrkq,cus_powpusuwuwdgmtqzcxvovi,cus_eluvsrmjzddjslgurzreus,failed,6
txn_czxiklcdccwbvffpoqvwnf,cus_nkkuaflckibmzgehbypdxw,cus_lkyjnrrmkvwfxgtfvevjbv,paid,9
txn_xyhvckjcdhwallehfvzxnr,cus_tjqyfbytpxwdswzooonnku,cus_bynbtgktsaapcpjsdgnvoc,pending,7
txn_pifndzrpatscjdficwordd,cus_ioijejatgwkdeivgiqdwoi,cus_qqjautdlubavjgpvqcvagx,paid,8
txn_ymamkxhyyasgsspykqkely,cus_basyvgeczxchziktpddidx,cus_kxlorxxptsrrjogpdjocta,pending,3
txn_jobplwkbwxlhiugufndrdu,cus_waeyetlpcpnjtfdkgvnkja,cus_eluvsrmjzddjslgurzreus,paid,1
txn_torrwgymykfngyizyvolgy,cus_wgvnxqlnpyqoyouofgcfcl,cus_rsiwznalidvtsskvzwvqwt,failed,4
txn_tyerfelwekcbmkknfdfhpp,cus_powpusuwuwdgmtqzcxvovi,cus_rxhlblnenztaacxidhizyu,failed,5
txn_jazdadjrwctgtziagewxwn,cus_cmzrcprolowijbwkmwcyyk,cus_tywiqgbpciwtewmoworrtz,pending,7
txn_sdtlpdzkvduvaqsxcdmcov,cus_twyvbrwnivzpmmrbeccdrc,cus_bylowvsgzjbotwvvubiyqa,paid,1
txn_jrdunvcebgkjhyvkqwcovr,cus_slytcojzatjacogjanedeq,cus_vkfqrxjduydvgqhfzzewxb,paid,2
txn_hlobdhzivdntocbbsifxeu,cus_qvtfyxeubenllwfwjgpqfz,cus_lcolszlyjwvbbpwfcwbhfx,paid,4
txn_redtmcstyenvgludemzyhc,cus_zqngpgmdjkrukczrylatby,cus_tetdsjuwomujrtrdimafln,paid,2
txn_qymxnnzvyqvgkzatfinlta,cus_mkrlzaflnirtlnjrputlck,cus_pnlmfuixrlzssnmtbmjegz,paid,9
txn_gpfurtboufqelelwlldkrm,cus_yqtbsslsbykhjjscwkovcg,cus_clfmakmesloshafpmiuman,pending,6
txn_pbonaycieryemlyjltkdqy,cus_yriyysbadtekofxicqgpiu,cus_fgvkevxhtzfdoghhltnyue,paid,1
txn_nbqzkjaxurpqwlsfbjegyn,cus_tigfjgbdidrypzkvhdpxls,cus_nsabhfjghmpaxiblllozkl,failed,8
txn_qmatynskacvwfzbdtyypbz,cus_mskmrwuimuvguahhdsvjjd,cus_kxlorxxptsrrjogpdjocta,failed,8
txn_heqrdmmaubzgblkydodfoy,cus_ckoeljytktejplhfmugrrn,cus_rkrnakouijpxdhklmheyxk,pending,5
txn_nnnebnzzjatlgzpfvfxvsc,cus_aitevecdxhuzoekwisckkr,cus_ujwrxiflkchhrvjvayrwjl,paid,3
txn_uqgrhlawbnkqsgygpmhlew,cus_onlkjuwkgqdnqstdmeiljt,cus_oofrdjdrcjdwmwinyyhgkg,pending,8
txn_mioffvxyxuotiscmmdhduc,cus_lydahevmzlcfjtloitgaaf,cus_uwmvqqdbzczjpdsaxhucnx,paid,4
txn_gnyvcolpqyzwwcaehfplgj,cus_vbmlomipyuwetmqmeuegqd,cus_qtrkruscyheblnpdplktno,pending,7
txn_cjxkorszanzbcsdxkienfw,cus_cuwkqddvqmznjzpnxbpkzr,cus_pgbkixefkvjvcgstpmvjiq,paid,5
txn_sonpczvslyfiefvtircxum,cus_uovmnnajcfqyoeqklztybv,cus_gvnkqibubidriqemccgilj,pending,5
txn_fcesazmgpqputmsoedhmqg,cus_fokzeqiqwmpyiaulthkorv,cus_cfhqzuagoreiepsziqzhea,paid,1
txn_quykkcvchjuqcyfnxwcfwi,cus_rukfvjkloxeugfehbbrgkr,cus_glbqtqwcxujpgepjowmcto,paid,1
txn_zvudoppbiiznrdlgwevdtw,cus_sniqklgrojepxrbkwtiltd,cus_wzvssrzalbkdvsjrotmnnu,pending,8
txn_zggdedncqaknbuehujxbmo,cus_mpjqctqbtwmycxkbegpcbr,cus_kzvkpkioezjvzvkfwtzmxy,paid,3
txn_qwvaqscuooekuwuyhhyfzx,cus_zwxtcpjsvhwcdoftvaxrys,cus_vqkntqpyvbfqwpjllvypnj,paid,6
